60089.7993513,0,1,0,8.410329263165e+09,-3.318925683453e+07
60089.7993524,1,1,0,8.410329250173e+09,-3.318926982739e+07
60089.7993536,2,1,1,8.410329248150e+09,-3.318927185034e+07
60089.7993547,3,1,1,8.410329238155e+09,-3.318928184540e+07
60089.7993559,4,1,1,8.410329229073e+09,-3.318929092736e+07
60089.7993570,5,1,1,8.410329218872e+09,-3.318930112830e+07
60089.7993582,6,1,1,8.410329213174e+09,-3.318930682577e+07
60089.7993594,7,1,1,8.410329203561e+09,-3.318931643885e+07
60089.7993605,8,1,1,8.410329198496e+09,-3.318932150354e+07
60089.7993617,9,1,1,8.410329193897e+09,-3.318932610256e+07
60089.7993628,10,1,1,8.410329194838e+09,-3.318932516176e+07
60089.7993640,11,1,1,8.410329192393e+09,-3.318932760690e+07
60089.7993651,12,1,1,8.410329194546e+09,-3.318932545435e+07
60089.7993663,13,1,1,8.410329193810e+09,-3.318932618992e+07
60089.7993675,14,1,1,8.410329187296e+09,-3.318933270375e+07
60089.7993686,15,1,1,8.410329181365e+09,-3.318933863520e+07
60089.7993698,16,1,1,8.410329171981e+09,-3.318934801934e+07
60089.7993709,17,1,1,8.410329156788e+09,-3.318936321168e+07
60089.7993721,18,1,1,8.410329147056e+09,-3.318937294447e+07
60089.7993732,19,1,1,8.410329133079e+09,-3.318938692131e+07
60089.7993744,20,1,1,8.410329126061e+09,-3.318939393924e+07
60089.7993756,21,1,1,8.410329114365e+09,-3.318940563454e+07
60089.7993767,22,1,1,8.410329109007e+09,-3.318941099293e+07
60089.7993779,23,1,1,8.410329100021e+09,-3.318941997860e+07
60089.7993790,24,1,1,8.410329098379e+09,-3.318942162107e+07
60089.7993802,25,1,1,8.410329096409e+09,-3.318942359080e+07
60089.7993813,26,1,1,8.410329101270e+09,-3.318941873022e+07
60089.7993825,27,1,1,8.410329104919e+09,-3.318941508067e+07
60089.7993837,28,1,1,8.410329103793e+09,-3.318941620723e+07
60089.7993848,29,1,1,8.410329096501e+09,-3.318942349949e+07
60089.7993860,30,1,1,8.410329092736e+09,-3.318942726439e+07
60089.7993871,31,1,1,8.410329084537e+09,-3.318943546255e+07
60089.7993883,32,1,1,8.410329077564e+09,-3.318944243578e+07
60089.7993894,33,1,1,8.410329070002e+09,-3.318944999819e+07
60089.7993906,34,1,1,8.410329060879e+09,-3.318945912116e+07
60089.7993918,35,1,1,8.410329053040e+09,-3.318946696046e+07
60089.7993929,36,1,1,8.410329040486e+09,-3.318947951397e+07
60089.7993941,37,1,1,8.410329031509e+09,-3.318948849142e+07
60089.7993952,38,1,1,8.410329026958e+09,-3.318949304202e+07
60089.7993964,39,1,1,8.410329024329e+09,-3.318949567131e+07
60089.7993975,40,1,1,8.410329023359e+09,-3.318949664075e+07
60089.7993987,41,1,1,8.410329017697e+09,-3.318950230325e+07
60089.7993999,42,1,1,8.410329015521e+09,-3.318950447943e+07
60089.7994010,43,1,1,8.410329017892e+09,-3.318950210776e+07
60089.7994022,44,1,1,8.410329013744e+09,-3.318950625632e+07
60089.7994033,45,1,1,8.410329007709e+09,-3.318951229057e+07
60089.7994045,46,1,1,8.410329004071e+09,-3.318951592897e+07
60089.7994056,47,1,1,8.410328995293e+09,-3.318952470718e+07
60089.7994068,48,1,1,8.410328984403e+09,-3.318953559668e+07
60089.7994080,49,1,1,8.410328966454e+09,-3.318955354602e+07
60089.7994091,50,1,1,8.410328952065e+09,-3.318956793467e+07
60089.7994103,51,1,1,8.410328950955e+09,-3.318956904462e+07
60089.7994114,52,1,1,8.410328949182e+09,-3.318957081779e+07
60089.7994126,53,1,1,8.410328946470e+09,-3.318957353019e+07
60089.7994137,54,1,1,8.410328942961e+09,-3.318957703923e+07
60089.7994149,55,1,1,8.410328938679e+09,-3.318958132147e+07
60089.7994161,56,1,1,8.410328935154e+09,-3.318958484576e+07
60089.7994172,57,1,1,8.410328931341e+09,-3.318958865922e+07
60089.7994184,58,1,1,8.410328927244e+09,-3.318959275553e+07
60089.7994195,59,1,1,8.410328922797e+09,-3.318959720313e+07
60089.7994207,60,1,1,8.410328918554e+09,-3.318960144551e+07
60089.7994218,61,1,1,8.410328913900e+09,-3.318960610011e+07
60089.7994230,62,1,1,8.410328909071e+09,-3.318961092866e+07
60089.7994242,63,1,1,8.410328903702e+09,-3.318961629845e+07
60089.7994253,64,1,1,8.410328898054e+09,-3.318962194611e+07
60089.7994265,65,1,1,8.410328892129e+09,-3.318962787075e+07
60089.7994276,66,1,1,8.410328886680e+09,-3.318963331985e+07
60089.7994288,67,1,1,8.410328880472e+09,-3.318963952759e+07
60089.7994299,68,1,1,8.410328874175e+09,-3.318964582507e+07
60089.7994311,69,1,1,8.410328868159e+09,-3.318965184093e+07
60089.7994323,70,1,1,8.410328862904e+09,-3.318965709562e+07
60089.7994334,71,1,1,8.410328857635e+09,-3.318966236459e+07
60089.7994346,72,1,1,8.410328852517e+09,-3.318966748277e+07
60089.7994357,73,1,1,8.410328847517e+09,-3.318967248275e+07
60089.7994369,74,1,1,8.410328842454e+09,-3.318967754600e+07
60089.7994380,75,1,1,8.410328837169e+09,-3.318968283072e+07
60089.7994392,76,1,1,8.410328831413e+09,-3.318968858733e+07
60089.7994404,77,1,1,8.410328825967e+09,-3.318969403331e+07
60089.7994415,78,1,1,8.410328819988e+09,-3.318970001233e+07
60089.7994427,79,1,1,8.410328813810e+09,-3.318970618956e+07
60089.7994438,80,1,1,8.410328807163e+09,-3.318971283749e+07
60089.7994450,81,1,1,8.410328800943e+09,-3.318971905713e+07
60089.7994461,82,1,1,8.410328794905e+09,-3.318972509484e+07
60089.7994473,83,1,1,8.410328788631e+09,-3.318973136944e+07
60089.7994485,84,1,1,8.410328781847e+09,-3.318973815285e+07
60089.7994496,85,1,1,8.410328775857e+09,-3.318974414283e+07
60089.7994508,86,1,1,8.410328769334e+09,-3.318975066590e+07
