"block","count","offsets"
"04 00 80","3","[170, 174, 351]"
"80 00 04","2","[172, 524]"
"04 00 02","3","[208, 365, 526]"
"80 00 20","2","[258, 652]"
"04 00 10","2","[373, 678]"
"01 00 10","2","[498, 596]"
